title,genres,rating
"Pentagon Wars, The (1998)",Comedy|War,1.5
Two Hands (1999),Comedy|Crime|Thriller,2
Addams Family Reunion (1998),Children|Comedy|Fantasy,4
"Hole, The (Dong) (1998)",Drama|Musical,3
Lady Snowblood (Shurayukihime) (1973),Action|Crime|Drama|Thriller,3.5
Takedown (2000),Action|Thriller,3.5
"Godson, The (1998)",Comedy|Crime,2
"Batman/Superman Movie, The (1998)",Action|Adventure|Animation|Children|Fantasy|Sci-Fi,3
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,0.5
Venus Beauty Institute (Vénus beauté) (1999),Comedy|Drama|Romance,0.5
"Prophecy 3: The Ascent, The (2000)",Horror|Thriller,2
Taxi 2 (2000),Action|Comedy,0.5
Essex Boys (2000),Crime|Thriller,4.5
Katsastus (1988),Comedy|Drama,4.5
Radiohead: Meeting People Is Easy (1998),Documentary,3
"10th Kingdom, The (2000)",Adventure|Comedy|Fantasy,1
2046 (2004),Drama|Fantasy|Romance|Sci-Fi,2.5
Restless (Levottomat) (2000),Drama|Romance,3
Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller,3
Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller,4
Mimic 2 (2001),Horror|Sci-Fi|Thriller,3
Monday (2000),Action|Comedy|Crime|Fantasy|Thriller,1.5
The Hole (2001),Drama|Horror|Mystery|Thriller,0.5
"Sleeping Dictionary, The (2003)",Drama|Romance,3.5
Good Advice (2001),Comedy|Romance,3.5
Spiral (2000),Horror,0.5
Werckmeister Harmonies (Werckmeister harmóniák) (2000),Drama,4.5
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy,3.5
61* (2001),Drama,2
"Tunnel, The (Tunnel, Der) (2001)",Action|Drama|Thriller,1
Run Ronnie Run (2002),Comedy,3
Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,4
Dagon (2001),Fantasy|Horror|Mystery|Thriller,1.5
Ripley's Game (2002),Drama|Thriller,0.5
Jalla! Jalla! (2000),Comedy|Drama|Romance,0.5
"Beautiful Country, The (2004)",Drama,0.5
Darkness (2002),Horror|Mystery,2
Blood: The Last Vampire (2000),Action|Animation|Horror,3
Blueberry (2004),Adventure|Western,2
Shackleton's Antarctic Adventure (2001),Documentary|IMAX,4
American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller,5
Samurai (Samourais) (2002),Action,3
Ali G Indahouse (2002),Comedy,1.5
Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi,4.5
Stark Raving Mad (2002),Action|Comedy|Crime,3.5
Pulse (Kairo) (2001),Horror|Mystery|Thriller,2
"Lost Battalion, The (2001)",Action|Drama|War,1.5
Balzac and the Little Chinese Seamstress (Xiao cai feng) (2002),Drama|Romance,3
My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance,2
"Gathering, The (2002)",Horror|Mystery|Thriller,2.5
"Warrior, The (2001)",Adventure|Drama,2
Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi,2.5
Waterboys (2001),Comedy,3.5
"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",Comedy|Horror|Musical,3
Sex Is Comedy (2002),Comedy|Drama|Romance,4.5
Dead End (2003),Comedy|Horror|Mystery|Thriller,2
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,3.5
Immortel (ad vitam) (Immortal) (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,1.5
Battlestar Galactica (2003),Drama|Sci-Fi|War,3
"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller,2.5
Twin Sisters (De tweeling) (2002),Drama|Romance|War,0.5
Pahat pojat (2003),Action|Crime|Drama,3.5
Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance,3.5
Bright Young Things (2003),Comedy|Drama,3
"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,0.5
"Brown Bunny, The (2003)",Drama,1
Ju-on: The Curse (2000),Horror,2
11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller,3
Bring It On Again (2004),Comedy,3.5
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller,5
And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War,0.5
Evil (Ondskan) (2003),Drama,0.5
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War,2
In Hell (2003),Action|Drama|Thriller,3
Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,3.5
Levottomat 3 (2004),Romance,4
"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War,2
Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance,3
Head-On (Gegen die Wand) (2004),Drama|Romance,1
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller,3
"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy,3
"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance,3
Ginger Snaps: Unleashed (2004),Horror|Thriller,3
When the Last Sword is Drawn (Mibu gishi den) (2003),Drama,3
Comic Book: The Movie (2004),Comedy,2.5
Trauma (2004),Drama|Mystery|Thriller,0.5
Intimate Strangers (Confidences trop intimes) (2004),Drama,0.5
Ju-on: The Grudge (2002),Horror,4
Old Boy (2003),Mystery|Thriller,2
Red Lights (Feux rouges) (2004),Drama,0.5
One Missed Call (Chakushin ari) (2003),Horror|Mystery,3
"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller,3.5
Millions (2004),Children|Comedy|Crime|Drama|Fantasy,0.5
"Saddest Music in the World, The (2003)",Comedy|Drama|Fantasy|Musical|Romance,4
Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War,4
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003),Adventure|Animation|Fantasy|Musical|Sci-Fi,0.5
Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,3.5
Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller,1
"Sea Inside, The (Mar adentro) (2004)",Drama,3
Spanglish (2004),Comedy|Drama|Romance,1.5
Buddy (2003),Comedy|Drama,5
"Chorus, The (Choristes, Les) (2004)",Drama,4.5
Saints and Soldiers (2003),Action|Adventure|Drama|War,4
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",Documentary|Drama,0.5
"Interpreter, The (2005)",Drama|Thriller,4
Open Water (2003),Drama|Thriller,3.5
"Memory of a Killer, The (Zaak Alzheimer, De) (2003)",Action|Crime|Drama|Thriller,4
"Bobby Jones, Stroke of Genius (2004)",Drama,3
Layer Cake (2004),Crime|Drama|Thriller,4
Silver City (2004),Comedy|Drama|Mystery|Thriller,1.5
"Return, The (Vozvrashcheniye) (2003)",Drama,3.5
Flight of the Phoenix (2004),Action|Adventure,1
Mean Creek (2004),Drama|Thriller,3.5
"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller,0.5
"Corporation, The (2003)",Documentary,0.5
Vibrator (2003),Drama,5
"Yes Men, The (2003)",Documentary,3
Azumi (2003),Action|Adventure|Drama|Thriller,0.5
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War,3
Something the Lord Made (2004),Drama,3
Metallica: Some Kind of Monster (2004),Documentary,0.5
Born into Brothels (2004),Documentary,0.5
DiG! (2004),Documentary,2.5
Riding Giants (2004),Documentary,3.5
When Will I Be Loved (2004),Drama,1
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama,4
"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller,0.5
Casshern (2004),Action|Drama|Fantasy|Sci-Fi,3
Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary,0.5
Million Dollar Baby (2004),Drama,2.5
"Narrow Margin, The (1952)",Crime|Drama|Film-Noir,3
Hotel Rwanda (2004),Drama|War,2
Hellraiser: Inferno (2000),Horror,1.5
Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,3
3-Iron (Bin-jip) (2004),Drama|Romance,1
"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,3.5
"Aviator, The (2004)",Drama,3
"Phantom of the Opera, The (2004)",Drama|Musical|Romance,4.5
Beyond the Sea (2004),Drama|Musical,3.5
"Woodsman, The (2004)",Drama,3.5
In Good Company (2004),Comedy|Drama,3
Meet the Fockers (2004),Comedy,1
"Assassination of Richard Nixon, The (2004)",Crime|Drama|Thriller,3.5
"Love Song for Bobby Long, A (2004)",Drama,2.5
"Merchant of Venice, The (2004)",Drama,0.5
Captain Kidd (1945),Action|Adventure|Drama,3
White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller,3
"Upside of Anger, The (2005)",Comedy|Drama|Romance,0.5
"Grateful Dead Movie, The (1977)",Documentary|Musical,2
Last Train from Gun Hill (1959),Drama|Western,1
Sweet Liberty (1986),Comedy,3.5
"Phantom of the Opera, The (1989)",Drama|Horror|Musical,3
I Remember Mama (1948),Children|Drama,0.5
Testament (1983),Drama,0.5
Smooth Talk (1985),Drama|Romance,4
Hell's Angels (1930),Drama|War,3.5
Man Trouble (1992),Comedy|Romance,4
Battles Without Honor & Humanity (Jingi naki tatakai) (1973),Crime|Drama,3.5
Stander (2003),Action|Crime|Drama,3.5
Hester Street (1975),Drama,0.5
Sergeant York (1941),Drama|War,1
Madame Rosa (La vie devant soi) (1977),Drama,4
"Life and Death of Peter Sellers, The (2004)",Comedy|Drama,2
"Badge, The (2002)",Crime|Drama|Mystery|Thriller,3
Appleseed (Appurushîdo) (2004),Action|Animation|Fantasy|Sci-Fi,2
"Many Adventures of Winnie the Pooh, The (1977)",Animation|Children|Musical,1.5
Elektra (2005),Action|Adventure|Crime|Drama,1
Coach Carter (2005),Drama,3
Iceman (1984),Drama|Sci-Fi,3
Ice Station Zebra (1968),Action|Thriller,4
Boys Town (1938),Drama,1
Shivers (They Came from Within) (1975),Drama|Horror|Sci-Fi,2.5
Gold Diggers of 1935 (1935),Comedy|Musical,4
Rocco and His Brothers (Rocco e i suoi fratelli) (1960),Crime|Drama,2.5
"Mortal Storm, The (1940)",Drama,4
Christmas in July (1940),Comedy|Romance,1.5
I Married a Witch (1942),Comedy|Fantasy|Romance,1
Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,3
"Chase, The (1994)",Action|Adventure|Comedy|Crime|Romance|Thriller,2
Hobson's Choice (1954),Comedy|Drama|Romance,3.5
"Downfall (Untergang, Der) (2004)",Drama|War,3.5
Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,4.5
Are We There Yet? (2005),Children|Comedy,4.5
Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller,4.5
Hide and Seek (2005),Horror|Mystery|Thriller,0.5
Aliens of the Deep (2005),Documentary|IMAX,3
Boogeyman (2005),Drama|Horror|Mystery|Thriller,5
"Wedding Date, The (2005)",Comedy|Romance,0.5
Nobody Knows (Dare mo shiranai) (2004),Drama,3
Employee of the Month (2004),Comedy|Drama,3
Magic in the Water (1995),Adventure|Children|Fantasy,3.5
"Great White Hope, The (1970)",Action|Drama,4
"Professionals, The (1966)",Western,4.5
Salem's Lot (1979),Drama|Horror|Mystery|Thriller,0.5
Beau Geste (1939),Action|Adventure|Drama|War,4.5
"Trou, Le (Hole, The) (Night Watch, The) (1960)",Crime|Film-Noir,0.5
Double Dragon (1994),Action|Adventure|Sci-Fi,0.5
Rosenstrasse (2003),Drama|War,3
Casque d'or (1952),Crime|Drama|Romance,3.5
Hands Off the Loot (Touchez pas au grisbi) (1954),Crime|Drama|Thriller,2
El Cid (1961),Action|Adventure|Drama|Romance|War,3.5
"Bunker, The (2001)",Drama|Horror|Mystery|Thriller|War,2
Reap the Wild Wind (1942),Action|Adventure|Drama,1
Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,3.5
Steamboy (Suchîmubôi) (2004),Action|Animation|Drama|Sci-Fi,2
"Blade, The (Dao) (1995)",Action|Drama,3
Hitch (2005),Comedy|Romance,2.5
Inside Deep Throat (2005),Documentary,0.5
Bride & Prejudice (2004),Comedy|Musical|Romance,2
Constantine (2005),Action|Fantasy|Horror|Thriller,3.5
Son of the Mask (2005),Adventure|Children|Comedy|Fantasy,3.5
Because of Winn-Dixie (2005),Children|Comedy|Drama,0.5
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),Drama|War,3
Pauly Shore Is Dead (2003),Comedy,2
The Boyfriend School (1990),Comedy|Romance,4
Night and the City (1950),Film-Noir|Thriller,3
Frozen Land (Paha maa) (2005),Drama,3.5
Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,3
Sons of the Desert (1933),Comedy,3.5
Morocco (1930),Drama|Romance,0.5
Man of the House (2005),Action|Comedy,3
Kung Fu Hustle (Gong fu) (2004),Action|Comedy,2.5
Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna) (1998),Action|Comedy|Mystery|Thriller,2.5
Zelary (2003),Drama|Romance,3.5
"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller,3
"Three Musketeers, The (1973)",Action|Adventure|Comedy,4
Masculin Féminin (1966),Drama,3
Fallen Angel (1945),Crime|Film-Noir|Mystery|Romance,2
"Four Feathers, The (1939)",Adventure|War,0.5
Curse of the Demon (Night of the Demon) (1957),Fantasy|Horror|Mystery,4.5
Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery,3
Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War,3.5
"Sicilian Clan, The (Clan des Siciliens, Le) (1969)",Crime|Drama,3
Cursed (2005),Horror|Thriller,3
Loop the Loop (Up and Down) (Horem pádem) (2004),Comedy,0.5
"Pacifier, The (2005)",Action|Comedy,5
Be Cool (2005),Comedy|Crime|Musical,3
Gunner Palace (2004),Documentary|War,3.5
Walk on Water (2004),Drama|Thriller,5
Hostage (2005),Action|Crime|Drama|Thriller,3.5
Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.5
Class Action (1991),Drama,3.5
"Oh, God! You Devil (1984)",Comedy,3
Butch and Sundance: The Early Days (1979),Western,4
It Happened to Jane (1959),Comedy,0.5
Once Upon a Forest (1993),Adventure|Animation|Children|Fantasy,4
Twentieth Century (1934),Comedy,2.5
"Green Berets, The (1968)",Action|Drama|War,2
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller,0.5
"Violent Cop (Sono otoko, kyôbô ni tsuki) (1989)",Action|Crime|Drama|Thriller,3
Thriller: A Cruel Picture (Thriller - en grym film) (1974),Action|Crime|Drama|Thriller,3
Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller,4.5
Julia (1977),Drama,1
Thirty Seconds Over Tokyo (1944),Drama|War,4
Vares: Private Eye (Vares - Yksityisetsivä) (2004),Action|Comedy|Crime|Thriller,2.5
Girl Crazy (1943),Comedy|Musical|Romance,0.5
Ice Princess (2005),Children|Comedy|Drama,2.5
Melinda and Melinda (2004),Comedy|Drama,3.5
Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,1
D.E.B.S. (2004),Action|Comedy,2
"League of Ordinary Gentlemen, A (2004)",Documentary,4
"River, The (1951)",Drama|Romance,2
Stella Dallas (1937),Drama,4
"Unfaithful, The (1947)",Drama|Film-Noir,1.5
Panic in the Streets (1950),Crime|Drama|Film-Noir|Thriller,0.5
Call Northside 777 (1948),Crime|Drama|Film-Noir,3.5
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama,3.5
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy,1.5
Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama,0.5
City of Hope (1991),Drama,3.5
We're No Angels (1955),Comedy|Crime|Drama,0.5
Sons and Lovers (1960),Drama,4
Ruggles of Red Gap (1935),Comedy|Romance,3
This Sporting Life (1963),Drama,0.5
"Touch of Zen, A (Xia nu) (1971)",Action|Adventure,0.5
Zu: Warriors from the Magic Mountain (Xin shu shan jian ke) (1983),Action|Adventure|Fantasy|Horror,3
Speedy (1928),Action|Comedy,3
Memories (Memorîzu) (1995),Animation|Fantasy|Sci-Fi|Thriller,3
Investigating Sex (a.k.a. Intimate Affairs) (2001),Comedy|Drama,1.5
"Wild Parrots of Telegraph Hill, The (2003)",Documentary,2.5
"Ballad of Jack and Rose, The (2005)",Drama,3
Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,3
Beauty Shop (2005),Comedy,3.5
Sahara (2005),Action|Adventure|Comedy,3.5
Fever Pitch (2005),Comedy|Romance,1.5
Eros (2004),Drama,4
Rhinestone (1984),Comedy,3
Electra Glide in Blue (1973),Action|Crime,2.5
Bring on the Night (1985),Documentary|Musical,4
"Special Day, A (Giornata particolare, Una) (1977)",Drama|War,3.5
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama,3
Blind Horizon (2003),Drama|Thriller,2.5
Burn! (Queimada) (1969),Drama|Thriller,4
Battle of the Bulge (1965),Action|Drama|War,4
"Little Girl Who Lives Down the Lane, The (1976)",Drama|Mystery|Thriller,4.5
Major Barbara (1941),Comedy,2
Hawaii (1966),Drama,3
Pretty Maids All in a Row (1971),Comedy|Crime|Thriller,3.5
Sexmission (Seksmisja) (1984),Adventure|Comedy|Sci-Fi,3.5
Waterloo Bridge (1940),Drama|Romance|War,3
Hotel Terminus: The Life and Times of Klaus Barbie (Hôtel Terminus) (1988),Documentary,3.5
"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)",Documentary|War,3
With Six You Get Eggroll (1968),Comedy|Romance,4
Holiday (Jour de fête) (1949),Comedy,1.5
"Big Store, The (1941)",Comedy|Musical,3
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),Drama|War,3.5
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi,3.5
Life Is Sweet (1990),Comedy|Drama,2
"Chant of Jimmy Blacksmith, The (1978)",Drama,3.5
Let Him Have It (1991),Crime|Drama,4.5
Wilson (1944),Drama,2
"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,2.5
"Eiger Sanction, The (1975)",Action|Adventure|Drama|Thriller,5
"Amityville Horror, The (2005)",Horror|Thriller,3.5
Mutant Aliens (2001),Animation|Comedy|Sci-Fi,2.5
Act of Violence (1948),Drama|Film-Noir|Thriller,4.5
"Frisco Kid, The (1979)",Comedy|Western,4
House of D (2004),Drama,2.5
Palindromes (2004),Adventure|Comedy|Drama,3.5
"Lot Like Love, A (2005)",Comedy|Drama|Romance,3.5
Enron: The Smartest Guys in the Room (2005),Documentary,4.5
xXx: State of the Union (2005),Action|Crime|Thriller,4.5
Kingdom of Heaven (2005),Action|Drama|Romance|War,3.5
House of Wax (2005),Horror|Thriller,3.5
Crash (2004),Crime|Drama,1.5
Mysterious Skin (2004),Drama|Mystery,3.5
Isadora (1968),Drama,3
San Francisco (1936),Drama|Musical|Romance,2
On Borrowed Time (1939),Comedy|Drama|Fantasy,3.5
"Taste of Tea, The (Cha no aji) (2004)",Comedy|Drama,3.5
Kes (1969),Drama,2.5
"Cocoanuts, The (1929)",Comedy|Musical,3.5
Kids Return (Kizzu ritân) (1996),Drama,1.5
Off the Map (2003),Comedy|Drama,2
Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller,4
"Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)",Comedy|Drama,4
DuckTales: The Movie - Treasure of the Lost Lamp (1990),Adventure|Animation|Children|Comedy|Fantasy,3
Samaritan Girl (Samaria) (2004),Drama,2
Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,3
Kicking & Screaming (2005),Comedy,3.5
Monster-in-Law (2005),Comedy|Romance,3
Divorce - Italian Style (Divorzio all'italiana) (1961),Comedy,3.5
Carefree (1938),Comedy|Musical|Romance,3.5
9 Songs (2004),Drama|Romance,4
Bad Guy (Nabbeun namja) (2001),Drama,3
Madagascar (2005),Adventure|Animation|Children|Comedy,2.5
Airborne (1993),Adventure|Comedy,4
Mad Hot Ballroom (2005),Children|Documentary,3
Dominion: Prequel to the Exorcist (2005),Horror|Thriller,3.5
"Longest Yard, The (2005)",Comedy|Drama,4
Cinderella Man (2005),Drama|Romance,3.5
"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,3.5
Lords of Dogtown (2005),Action|Comedy|Drama,4
Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,4
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy,3.5
High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller,3.5
Ladies in Lavender (2004),Comedy|Drama|Romance,2.5
It's All Gone Pete Tong (2004),Comedy|Drama|Musical,2
Eddie Izzard: Dress to Kill (1999),Comedy,2.5
Quo Vadis (1951),Drama|Romance,4.5
Batman Begins (2005),Action|Crime|IMAX,3.5
"Perfect Man, The (2005)",Comedy|Drama|Romance,4
My Summer of Love (2004),Drama|Romance,2
"Deal, The (2005)",Drama,3
"Bridge of San Luis Rey, The (2004)",Drama,1.5
Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,4
Yes (2004),Drama,3
Land of the Dead (2005),Action|Horror|Thriller,3
Bewitched (2005),Comedy|Fantasy|Romance,3.5
Rize (2005),Documentary,3.5
Me and You and Everyone We Know (2005),Comedy|Drama,3.5
3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,4
"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,4.5
Somebody Up There Likes Me (1956),Action|Crime|Drama,4
"Unmarried Woman, An (1978)",Comedy|Drama|Romance,3.5
"Racket, The (1951)",Crime|Drama|Film-Noir,4
Man with the Screaming Brain (2005),Adventure|Comedy|Sci-Fi,3.5
Deceived (1991),Thriller,4
Room Service (1938),Comedy,2.5
At the Circus (1939),Comedy|Musical,3.5
Broadway Melody of 1940 (1940),Musical,4
War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,4
My Brilliant Career (1979),Drama|Romance,3.5
Gambit (1966),Comedy|Crime,3.5
Billion Dollar Brain (1967),Drama|Thriller,4
"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,3.5
"God Who Wasn't There, The (2005)",Documentary,2
Dark Water (2005),Drama|Horror|Thriller,3.5
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama,4
Fantastic Four (2005),Action|Adventure|Sci-Fi,5
Murderball (2005),Documentary,4
Wedding Crashers (2005),Comedy|Romance,4
Happy Endings (2005),Comedy|Drama,3.5
Conflict (1945),Drama|Film-Noir,3.5
Russian Dolls (Les poupées russes) (2005),Comedy|Romance,4
Hustle & Flow (2005),Crime|Drama,4.5
Journey Into Fear (1943),Drama|Film-Noir|War,4
"Island, The (2005)",Action|Sci-Fi|Thriller,3.5
Bad News Bears (2005),Children|Comedy,3
"Devil's Rejects, The (2005)",Action|Crime|Horror,4
Last Days (2005),Drama,4
November (2004),Drama|Mystery,3.5
Sky High (2005),Action|Adventure|Children|Comedy,4.5
Stealth (2005),Action|Adventure|Sci-Fi|Thriller,4
Must Love Dogs (2005),Comedy|Romance,4
"Aristocrats, The (2005)",Comedy|Documentary,4
Georgy Girl (1966),Comedy,4.5
Dust Devil (1992),Horror|Mystery|Thriller,5
"Order, The (2001)",Action|Adventure|Drama|Thriller,3.5
Serenity (2005),Action|Adventure|Sci-Fi,4
Broken Flowers (2005),Comedy|Drama,3
Baby Face (1933),Drama,4
"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,4.5
The Chumscrubber (2005),Comedy|Drama,3
Junebug (2005),Comedy|Drama,3.5
Deuce Bigalow: European Gigolo (2005),Comedy,3.5
"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,3
Four Brothers (2005),Action|Crime|Drama,3.5
The Great Raid (2005),Action|Drama|War,2
Asylum (2005),Romance|Thriller,4.5
Pretty Persuasion (2005),Comedy|Drama,2
Grizzly Man (2005),Documentary,3
"Girl in the Café, The (2005)",Drama|Romance,3.5
"Best of Everything, The (1959)",Drama|Romance,4
Summer Magic (1963),Children|Comedy|Musical,1
Acacia (2003),Horror,3.5
Dirty Money (Un flic) (1972),Crime|Drama,2.5
My Date with Drew (2004),Comedy|Documentary|Romance,4
Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller,4
Duma (2005),Adventure|Drama,1
Animal Farm (1954),Animation|Drama,2.5
Movie Movie (1978),Comedy|Musical,3.5
"40-Year-Old Virgin, The (2005)",Comedy|Romance,2
Blackout (Contraband) (1940),Adventure|Romance,4
Red Eye (2005),Horror|Thriller,3.5
Man of the West (1958),Western,4
Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,4
Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,4
"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,4
"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,3.5
Dirty Deeds (2005),Comedy,3.5
"Constant Gardener, The (2005)",Drama|Thriller,3.5
Transporter 2 (2005),Action|Crime|Thriller,2
Just Like Heaven (2005),Comedy|Fantasy|Romance,3
Proof (2005),Drama,5
Lord of War (2005),Action|Crime|Drama|Thriller|War,4.5
Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller,4.5
Everything Is Illuminated (2005),Comedy|Drama,4
Thumbsucker (2005),Comedy|Drama,4
"Thing About My Folks, The (2005)",Comedy,5
In Old Chicago (1937),Action|Drama|Musical|War,2.5
Where Angels Fear to Tread (1991),Drama,2.5
Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,3
Police Story 2 (Ging chaat goo si juk jaap) (1988),Action|Comedy|Crime|Thriller,4.5
"Jour se lève, Le (Daybreak) (1939)",Crime|Drama|Romance|Thriller,4
Golden Boy (1939),Drama,4
Go West (1940),Comedy|Musical|Western,3.5
Why We Fight (2005),Documentary,3.5
200 Motels (1971),Comedy|Musical,4
Kitty Foyle (1940),Drama|Romance,4
Doom (2005),Action|Horror|Sci-Fi,3.5
Domino (2005),Crime|Drama|Thriller,2
Waiting... (2005),Comedy,2
Aeon Flux (2005),Action|Sci-Fi,4
"Unfinished Life, An (2005)",Drama,2
"Man, The (2005)",Action|Comedy|Crime,2
Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller,3
Woyzeck (1979),Drama,4.5
It's a Gift (1934),Comedy,4.5
Zozo (2005),Drama,4.5
Chapter Two (1979),Comedy|Drama|Romance,3.5
"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,3.5
Flightplan (2005),Action|Drama|Thriller,2
Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,3
Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,3.5
"History of Violence, A (2005)",Action|Crime|Drama|Thriller,4
Oliver Twist (2005),Drama,3
